dataset_row,file_name,transcription,speaker_name,duration_seconds,sample_rate,channels,peak,rms,hard_clip_samples,silence_ratio,usable,rejection_reason,error
81,clip_000081.wav,يَا صَدِيقِي، دَائِمًا نَقُولُ إِنْ شَاءَ اللَّهُ عِنْدَمَا نَعْزِمُ عَلَى فِعْلِ شَيْءٍ فِي الْمُسْتَقْبَلِ.,arabic_professional_male,6.56,24000,1,0.890411376953125,0.2909325659275055,0,0.23031631097560976,Yes,,
82,clip_000082.wav,أَنَا مُبَرْمَجٌ لِاحْتِرَامِ كَافَّةِ الْمَذَاهِبِ الْإِسْلَامِيَّةِ الْمُعْتَبَرَةِ، وَتَقْدِيمِ الْمَعْلُومَاتِ بِحِيَادِيَّةٍ تَامَّةٍ.,arabic_professional_male,8.24,24000,1,0.904022216796875,0.3064459264278412,0,0.18355076860841424,Yes,,
83,clip_000083.wav,عُذْرًا، الْمُحْتَوَى الَّذِي طَلَبْتَهُ قَيْدَ التَّطْوِيرِ حَالِيًّا وَسَيَكُونُ مُتَوَفِّرًا فِي التَّحْدِيثِ الْقَادِمِ لِلْمِنَصَّةِ.,arabic_professional_male,8.48,24000,1,0.898193359375,0.24242070317268372,0,0.2203812893081761,Yes,,
84,clip_000084.wav,جَمِيلٌ جِدًّا! لَقَدْ أَصْبَحْتَ تَعْرِفُ أَسْمَاءَ الْخُلَفَاءِ الرَّاشِدِينَ الْأَرْبَعَةِ بِالتَّرْتِيبِ.,arabic_professional_male,6.24,24000,1,0.937652587890625,0.27335289120674133,0,0.18225827991452992,Yes,,
85,clip_000085.wav,يُنْصَحُ بِقِرَاءَةِ سُورَةِ الْمُلْكِ قَبْلَ النَّوْمِ كُلَّ لَيْلَةٍ لِمَا لَهَا مِنْ فَضْلٍ فِي الْوِقَايَةِ مِنْ عَذَابِ الْقَبْرِ.,arabic_professional_male,8.72,24000,1,0.91455078125,0.28176435828208923,0,0.18398795871559634,Yes,,
86,clip_000086.wav,مِنْ أَدَبِ الدُّعَاءِ أَنْ يَبْدَأَ الْمُسْلِمُ بِحَمْدِ اللَّهِ وَالثَّنَاءِ عَلَيْهِ ثُمَّ الصَّلَاةِ عَلَى النَّبِيِّ.,arabic_professional_male,7.28,24000,1,0.945220947265625,0.270050972700119,0,0.24041895604395605,Yes,,
87,clip_000087.wav,بَدَأْتُ فِي تَسْجِيلِ صَوْتِكَ، إِقْرَأِ الْآيَةَ الْآنَ وَسَأَقُومُ بِتَحْلِيلِ التَّجْوِيدِ لَدَيْكَ.,arabic_professional_male,7.2,24000,1,0.901519775390625,0.2691670060157776,0,0.25896412037037037,Yes,,
88,clip_000088.wav,انْتَهَى وَقْتُ التَّسْجِيلِ. جَارِي مُعَالَجَةُ الصَّوْتِ الْمُدْخَلِ.,arabic_professional_male,4.16,24000,1,0.941650390625,0.24342793226242065,0,0.2623096955128205,Yes,,
89,clip_000089.wav,لَدَيْكَ خَطَأٌ بَسِيطٌ فِي مَخْرَجِ حَرْفِ الضَّادِ، لِنَسْتَمِعْ لِلنُّطْقِ الصَّحِيحِ مِنَ الشَّيْخِ الْحُصَرِيِّ.,arabic_professional_male,7.2,24000,1,0.919097900390625,0.2629459500312805,0,0.1803935185185185,Yes,,
90,clip_000090.wav,إِعْدَادَاتُ الْخُصُوصِيَّةِ لَدَيْكَ آمِنَةٌ، نَحْنُ لَا نَحْتَفِظُ بِتَسْجِيلَاتِكَ الصَّوْتِيَّةِ إِلَّا بِمُوَافَقَتِكَ تَمَامًا.,arabic_professional_male,7.92,24000,1,0.9072265625,0.2554832994937897,0,0.18928872053872053,Yes,,
91,clip_000091.wav,لَقَدْ وَصَلْنَا إِلَى نِهَايَةِ حِصَّةِ التَّعْلِيمِ الْيَوْمَ، نَلْتَقِي غَدًا فِي نَفْسِ الْمَوْعِدِ بِإِذْنِ اللَّهِ.,arabic_professional_male,8.0,24000,1,0.90899658203125,0.2626394033432007,0,0.23536458333333332,Yes,,
92,clip_000092.wav,إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ. رَحِمَ اللَّهُ فَقِيدَكُمْ وَأَلْهَمَكُمْ جَمِيلَ الصَّبْرِ وَالسُّلْوَانِ.,arabic_professional_male,10.72,24000,1,0.917266845703125,0.24869567155838013,0,0.26866060323383084,Yes,,
93,clip_000093.wav,عِيدٌ سَعِيدٌ يَا بَطَلُ! أَتَمَنَّى لَكَ يَوْمًا مَلِيئًا بِالْفَرَحِ وَالْحَلْوَى مَعَ عَائِلَتِكَ.,arabic_professional_male,7.6,24000,1,0.9345703125,0.28771281242370605,0,0.21999451754385965,Yes,,
94,clip_000094.wav,تَمَّ حَذْفُ هَذِهِ السُّورَةِ مِنْ قَائِمَةِ التَّحْمِيلَاتِ الْخَاصَّةِ بِكَ، لِتَوْفِيرِ الْمِسَاحَةِ.,arabic_professional_male,5.76,24000,1,0.91595458984375,0.26558855175971985,0,0.19500868055555556,Yes,,
95,clip_000095.wav,الْوَقْتُ الْمُتَبَقِّي لِلْإِمْسَاكِ عَنِ الطَّعَامِ هُوَ عِشْرُونَ دَقِيقَةً. تَقَبَّلَ اللَّهُ صِيَامَكُمْ.,arabic_professional_male,7.52,24000,1,0.90185546875,0.272493839263916,0,0.2637023492907801,Yes,,
96,clip_000096.wav,صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ. إِكْثَارُكَ مِنَ الصَّلَاةِ عَلَى النَّبِيِّ يَوْمَ الْجُمُعَةِ لَهُ أَجْرٌ عَظِيمٌ.,arabic_professional_male,7.6,24000,1,0.90667724609375,0.27715829014778137,0,0.18848684210526315,Yes,,
97,clip_000097.wav,إِذَا أَرَدْتَ إِيقَافِي عَنِ الْحَدِيثِ فِي أَيِّ وَقْتٍ، فَقَطْ قُلْ: أَوْقِفِ التَّشْغِيلَ يَا مُسْلِمُ.,arabic_professional_male,6.88,24000,1,0.932373046875,0.24662743508815765,0,0.2822432170542636,Yes,,
98,clip_000098.wav,لَا أَسْتَطِيعُ رَفْعَ الصَّوْتِ أَكْثَرَ مِنْ ذَلِكَ، هَذَا هُوَ الْحَدُّ الْأَقْصَى لِمُسْتَوَى الصَّوْتِ الْمُتَوَفِّرِ.,arabic_professional_male,7.36,24000,1,0.919647216796875,0.24867363274097443,0,0.21223392210144928,Yes,,
99,clip_000099.wav,أَسْعَدَنِي التَّوَاصُلُ مَعَكَ الْيَوْمَ، تَذَكَّرْ دَائِمًا أَنْ تَذْكُرَ اللَّهَ لِيَذْكُرَكَ. فِي رِعَايَةِ اللَّهِ.,arabic_professional_male,8.32,24000,1,0.92474365234375,0.24882745742797852,0,0.2747395833333333,Yes,,
100,clip_000100.wav,عُذْرًا، لَقَدْ فَقَدْتُ الِاتِّصَالَ بِالْإِنْتِرْنِتِ. يَرْجَى التَّحَقُّقُ مِنَ الشَّبَكَةِ لِأَتَمَكَّنَ مِنْ مُسَاعَدَتِكَ.,arabic_professional_male,7.92,24000,1,0.8956298828125,0.22989687323570251,0,0.32856165824915823,No,silence ratio too high,
101,clip_000101.wav,هَلْ تَسْمَعُنِي بِوُضُوحٍ الْآنَ؟ قُمْتُ بِتَعْدِيلِ مُسْتَوَى الصَّوْتِ حَسَبَ طَلَبِكَ.,arabic_professional_male,6.32,24000,1,0.91595458984375,0.2736549973487854,0,0.27720200421940927,Yes,,
102,clip_000102.wav,لَقَدْ تَمَّ تَحْدِيثُ النِّظَامِ بِنَجَاحٍ. هُنَاكَ مِيزَاتٌ جَدِيدَةٌ فِي قِسْمِ التَّفْسِيرِ يُمْكِنُكَ تَجْرِبَتُهَا الْآنَ.,arabic_professional_male,8.96,24000,1,0.89697265625,0.27597564458847046,0,0.2517578125,Yes,,
103,clip_000103.wav,لِمَسْحِ سِجِلِّ الْبَحْثِ الْخَاصِّ بِكَ، فَقَطْ قُلْ: امْسَحْ سِجِلَّ مُحَادَثَاتِي.,arabic_professional_male,6.24,24000,1,0.91583251953125,0.2481713593006134,0,0.2631610576923077,Yes,,
104,clip_000104.wav,هَلْ تَرْغَبُ فِي تَفْعِيلِ خَاصِّيَّةِ التَّشْغِيلِ التِّلْقَائِيِّ لِلسُّوَرِ التَّالِيَةِ؟,arabic_professional_male,4.96,24000,1,0.91180419921875,0.27891698479652405,0,0.15630040322580646,Yes,,
105,clip_000105.wav,تَمَّ حِفْظُ مَقْطَعِ الْفِيدْيُو التَّعْلِيمِيِّ لِأَحْكَامِ التَّجْوِيدِ فِي قَائِمَةِ مُشَاهَدَاتِكَ لَاحِقًا.,arabic_professional_male,7.28,24000,1,0.9063720703125,0.2875620424747467,0,0.1706043956043956,Yes,,
106,clip_000106.wav,لَا يُوجَدُ لَدَيْكَ أَيُّ تَنْبِيهَاتٍ جَدِيدَةٍ فِي الْوَقْتِ الْحَالِيِّ. هَلْ أَقْرَأُ لَكَ حَدِيثَ الْيَوْمِ؟,arabic_professional_male,7.2,24000,1,0.899566650390625,0.28884896636009216,0,0.18643518518518518,Yes,,
107,clip_000107.wav,أَنَا فِي وَضْعِ الِاسْتِمَاعِ، يُمْكِنُكَ بَدْءُ الْحَدِيثِ عِنْدَمَا تَكُونُ مُسْتَعِدًّا.,arabic_professional_male,5.52,24000,1,0.91619873046875,0.299065500497818,0,0.20964673913043477,Yes,,
108,clip_000108.wav,كَلِمَةُ الْمُرُورِ الْخَاصَّةُ بِحِسَابِكَ تَحْتَاجُ إِلَى تَحْدِيثٍ لِتَكُونَ أَكْثَرَ أَمَانًا، أَنْصَحُكَ بِتَغْيِيرِهَا.,arabic_professional_male,7.84,24000,1,0.943389892578125,0.2792258560657501,0,0.18055378401360545,Yes,,
109,clip_000109.wav,يُمْكِنُكَ رَبْطُ حِسَابِكَ بِالْهَاتِفِ الْمَحْمُولِ لِتَلَقِّي إِشْعَارَاتِ الصَّلَاةِ مُبَاشَرَةً عَلَى شَاشَتِكَ.,arabic_professional_male,6.96,24000,1,0.916229248046875,0.2886069416999817,0,0.1999161877394636,Yes,,
110,clip_000110.wav,هَذَا الْإِعْدَادُ مُخَصَّصٌ لِلْمُسْتَخْدِمِينَ الْمُتَقَدِّمِينَ فِي دِرَاسَةِ عُلُومِ الْقُرْآنِ وَالْقِرَاءَاتِ.,arabic_professional_male,6.16,24000,1,0.910430908203125,0.298585444688797,0,0.1390625,Yes,,
111,clip_000111.wav,رَائِعٌ! لَقَدْ أَنْهَيْتَ خَمْسِينَ بِالْمِائَةِ مِنْ هَدَفِكَ الْيَوْمِيِّ لِقِرَاءَةِ الْوِرْدِ الْقُرْآنِيِّ.,arabic_professional_male,7.2,24000,1,0.885650634765625,0.24070025980472565,0,0.25492476851851853,Yes,,
112,clip_000112.wav,أَعْتَذِرُ عَنِ التَّأَخُّرِ فِي الرَّدِّ، كَانَ هُنَاكَ ضَغْطٌ طَفِيفٌ عَلَى الْخَوَادِمِ الشَّبَكِيَّةِ لَدَيْنَا.,arabic_professional_male,6.88,24000,1,0.91473388671875,0.2738261818885803,0,0.2010295542635659,Yes,,
113,clip_000113.wav,يَرْجَى مَنْحِي صَلَاحِيَّةَ الْوُصُولِ إِلَى الْمِيكْرُوفُونِ لِأَتَمَكَّنَ مِنِ اسْتِمَاعِ وَتَحْلِيلِ تِلَاوَتِكَ.,arabic_professional_male,6.96,24000,1,0.91680908203125,0.2800016701221466,0,0.1614104406130268,Yes,,
114,clip_000114.wav,لَقَدْ قُمْتُ بِتَصْنِيفِ الْمَقَاطِعِ الصَّوْتِيَّةِ حَسَبَ أَسْمَاءِ الْقُرَّاءِ لِتَسْهِيلِ الْوُصُولِ إِلَيْهَا بِسُرْعَةٍ.,arabic_professional_male,6.96,24000,1,0.902740478515625,0.2773885726928711,0,0.15005387931034483,Yes,,
115,clip_000115.wav,إِذَا كُنْتَ تَبْحَثُ عَنْ مَوْضُوعٍ مُحَدَّدٍ، فَقَطْ اذْكُرْ كَلِمَةً مِفْتَاحِيَّةً، مِثْلَ: فِقْهِ الزَّكَاةِ.,arabic_professional_male,7.28,24000,1,0.91436767578125,0.23006483912467957,0,0.29934752747252746,Yes,,
116,clip_000116.wav,تَمَّ إِرْسَالُ رَمْزِ التَّأْكِيدِ إِلَى بَرِيدِكَ الْإِلِكْتُرُونِيِّ. يَرْجَى التَّحَقُّقُ مِنْهُ لِإِتْمَامِ التَّسْجِيلِ.,arabic_professional_male,7.28,24000,1,0.970672607421875,0.28688374161720276,0,0.22507440476190477,Yes,,
117,clip_000117.wav,الشَّاشَةُ الْحَالِيَّةُ تَعْرِضُ لَكَ اتِّجَاهَ الْقِبْلَةِ الدَّقِيقَ بِنَاءً عَلَى مَوْقِعِكَ الْجُغْرَافِيِّ حَالِيًّا.,arabic_professional_male,7.36,24000,1,0.90106201171875,0.25581905245780945,0,0.21183197463768116,Yes,,
118,clip_000118.wav,هَلْ تُفَضِّلُ أَنْ أَتَحَدَّثَ بِإِيقَاعٍ أَبْطَأَ؟ قُلْ نَعَمْ لِتَفْعِيلِ سُرْعَةِ الْقِرَاءَةِ الْبَطِيئَةِ.,arabic_professional_male,7.44,24000,1,0.9227294921875,0.26886382699012756,0,0.2559083781362007,Yes,,
119,clip_000119.wav,جَارِي إِغْلَاقُ التَّطْبِيقِ كَمَا طَلَبْتَ. سُبْحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، فِي أَمَانِ اللَّهِ.,arabic_professional_male,8.32,24000,1,0.88714599609375,0.24165542423725128,0,0.3508213141025641,No,silence ratio too high,
120,clip_000120.wav,مَرْحَبًا يَا عَبْقَرِيُّ! سُؤَالُ الْيَوْمِ هُوَ: مَا اسْمُ النَّبِيِّ الَّذِي رَفَعَ قَوَاعِدَ الْكَعْبَةِ؟,arabic_professional_male,8.56,24000,1,0.903564453125,0.23937717080116272,0,0.41080120716510904,No,silence ratio too high,
121,clip_000121.wav,يَا لَكَ مِنْ بَطَلٍ ذَكِيٍّ! الْإِجَابَةُ صَحِيحَةٌ تَمَامًا، إِنَّهُ سَيِّدُنَا إِبْرَاهِيمُ عَلَيْهِ السَّلَامُ.,arabic_professional_male,7.44,24000,1,0.91046142578125,0.28274860978126526,0,0.19704301075268818,Yes,,
122,clip_000122.wav,لَا تَقْلَقْ إِذَا أَخْطَأْتَ يَا عَزِيزِي، فَنَحْنُ هُنَا لِنَتَعَلَّمَ مَعًا. حَاوِلْ مَرَّةً أُخْرَى!,arabic_professional_male,8.0,24000,1,0.893035888671875,0.23989109694957733,0,0.31309895833333334,No,silence ratio too high,
123,clip_000123.wav,عِنْدَمَا نَعْطِسُ يَا صَدِيقِي، نَقُولُ: الْحَمْدُ لِلَّهِ. هَلْ يُمْكِنُكَ قَوْلُهَا مَعِي بِصَوْتٍ عَالٍ؟,arabic_professional_male,8.08,24000,1,0.92364501953125,0.2931504249572754,0,0.21671307755775576,Yes,,
124,clip_000124.wav,دَعْنَا نُرَاجِعْ سُورَةَ النَّاسِ قَبْلَ النَّوْمِ. أَنَا سَأَبْدَأُ بِالْآيَةِ الْأُولَى، وَأَنْتَ أَكْمِلْ بَعْدِي.,arabic_professional_male,7.04,24000,1,0.911041259765625,0.2810048758983612,0,0.23126775568181818,Yes,,
125,clip_000125.wav,مُبَارَكٌ! لَقَدْ رَبِحْتَ وِسَامَ الصَّائِمِ الصَّغِيرِ لِهَذَا الْيَوْمِ! أَنَا فَخُورٌ بِكَ جِدًّا.,arabic_professional_male,7.12,24000,1,0.879608154296875,0.2584135830402374,0,0.25802317415730336,Yes,,
126,clip_000126.wav,قِصَّتُنَا الْيَوْمَ عَنْ أَصْحَابِ الْفِيلِ، وَكَيْفَ حَمَى اللَّهُ الْكَعْبَةَ الْمُشَرَّفَةَ مِنْ هُجُومِ أَبْرَهَةَ.,arabic_professional_male,6.96,24000,1,0.916351318359375,0.2742777168750763,0,0.2163074712643678,Yes,,
127,clip_000127.wav,هَلْ قُمْتَ بِتَرْتِيبِ سَرِيرِكَ الْيَوْمَ؟ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُحِبُّ النَّظَافَةَ وَالنِّظَامَ.,arabic_professional_male,7.36,24000,1,0.92352294921875,0.28262627124786377,0,0.1976958786231884,Yes,,
128,clip_000128.wav,رَدِّدْ خَلْفِي بِصَوْتٍ جَمِيلٍ يَا صَدِيقِي: رَضِيتُ بِاللَّهِ رَبًّا، وَبِالْإِسْلَامِ دِينًا.,arabic_professional_male,8.0,24000,1,0.88226318359375,0.24166768789291382,0,0.2911458333333333,Yes,,
129,clip_000129.wav,مَا شَاءَ اللَّهُ! صَوْتُكَ جَمِيلٌ جِدًّا فِي تِلَاوَةِ الْقُرْآنِ، اسْتَمِرَّ فِي التَّدَرُّبِ كُلَّ يَوْمٍ يَا بَطَلُ!,arabic_professional_male,7.52,24000,1,0.895721435546875,0.2846658229827881,0,0.21909906914893618,Yes,,
130,clip_000130.wav,لِنَلْعَبْ لُعْبَةَ الْحُرُوفِ! مَا هُوَ الْحَرْفُ الَّذِي تَبْدَأُ بِهِ كَلِمَةُ «مُسْلِمٍ»؟,arabic_professional_male,7.68,24000,1,0.898773193359375,0.2713080048561096,0,0.32105577256944445,No,silence ratio too high,
131,clip_000131.wav,مُمْتَازٌ جِدًّا! حَرْفُ الْمِيمِ هُوَ الْإِجَابَةُ الصَّحِيحَةُ. لَقَدْ حَصَلْتَ عَلَى هَدِيَّةٍ مُفَاجِئَةٍ عَلَى الشَّاشَةِ.,arabic_professional_male,9.84,24000,1,0.945159912109375,0.2539079189300537,0,0.2566988482384824,Yes,,
132,clip_000132.wav,مَنْ هُوَ رَفِيقُ النَّبِيِّ فِي هِجْرَتِهِ إِلَى الْمَدِينَةِ؟ نَعَمْ، إِنَّهُ أَبُو بَكْرٍ الصِّدِّيقُ رَضِيَ اللَّهُ عَنْهُ.,arabic_professional_male,8.56,24000,1,0.89483642578125,0.2629183232784271,0,0.23777745327102803,Yes,,
133,clip_000133.wav,إِذَا أَرَدْنَا أَنْ نَشْرَبَ الْمَاءَ، نَجْلِسُ أَوَّلًا، ثُمَّ نَمْسِكُ الْكُوبَ بِيَدِنَا الْيُمْنَى وَنُسَمِّي اللَّهَ.,arabic_professional_male,7.68,24000,1,0.905517578125,0.26841095089912415,0,0.21672092013888888,Yes,,
134,clip_000134.wav,حَانَ وَقْتُ النَّوْمِ يَا بَطَلُ، أُتْرُكِ الْهَاتِفَ جَانِبًا وَاسْتَعِدَّ لِلنَّوْمِ مُبَكِّرًا لِتَسْتَيْقِظَ نَشِيطًا غَدًا.,arabic_professional_male,9.52,24000,1,0.899871826171875,0.2654321789741516,0,0.2391062675070028,Yes,,
135,clip_000135.wav,هَلْ قَبَّلْتَ رَأْسَ أُمِّكَ وَأَبِيكَ الْيَوْمَ؟ تَبَسَّمْ لَهُمَا دَائِمًا لِتَنَالَ رِضَا اللَّهِ عَزَّ وَجَلَّ.,arabic_professional_male,7.28,24000,1,0.9200439453125,0.25749316811561584,0,0.21108630952380952,Yes,,
136,clip_000136.wav,أَحْسَنْتَ النُّطْقَ! لَقَدْ أَخْرَجْتَ حَرْفَ الثَّاءِ مِنْ مَخْرَجِهِ الصَّحِيحِ. أَنْتَ تَتَحَسَّنُ كَثِيرًا فِي التَّجْوِيدِ.,arabic_professional_male,8.4,24000,1,0.899627685546875,0.25320863723754883,0,0.2548809523809524,Yes,,
137,clip_000137.wav,يَا لَهَا مِنْ لَوْحَةٍ رَائِعَةٍ رَسَمْتَهَا لِلْمَسْجِدِ! سَأَقُومُ بِحِفْظِهَا فِي سِجِلِّ إِنْجَازَاتِكَ فَوْرًا.,arabic_professional_male,7.44,24000,1,0.9376220703125,0.27741649746894836,0,0.17770497311827957,Yes,,
138,clip_000138.wav,مَا رَأْيُكَ أَنْ نَسْتَمِعَ لِأُنْشُودَةٍ جَمِيلَةٍ عَنْ حُبِّ رَسُولِ اللَّهِ؟ قُلْ نَعَمْ لِنَبْدَأَ التَّشْغِيلَ.,arabic_professional_male,7.76,24000,1,0.92144775390625,0.2749110758304596,0,0.24654209621993128,Yes,,
139,clip_000139.wav,لَا تَنْسَ يَا صَدِيقِي الصَّغِيرَ أَنْ تَدْعُوَ لِأَصْدِقَائِكَ الْمَرْضَى بِالشِّفَاءِ الْعَاجِلِ، فَاللَّهُ يُحِبُّ الدُّعَاءَ.,arabic_professional_male,8.72,24000,1,0.898223876953125,0.24233272671699524,0,0.23163704128440368,Yes,,
140,clip_000140.wav,صَبَاحُ الْخَيْرِ. الطَّقْسُ الْيَوْمَ مُعْتَدِلٌ جِدًّا، وَهُوَ يَوْمٌ جَمِيلٌ لِلْبَدْءِ بِذِكْرِ اللَّهِ تَعَالَى.,arabic_professional_male,8.24,24000,1,0.917633056640625,0.241807222366333,0,0.2792677993527508,Yes,,
141,clip_000141.wav,هَذَا تَذْكِيرٌ بِمَوْعِدِ صَلَاةِ الضُّحَى. تَبْدَأُ مِنْ رَكْعَتَيْنِ وَفَضْلُهَا عَظِيمٌ كَصَدَقَةٍ عَنْ مَفَاصِلِ الْجِسْمِ.,arabic_professional_male,8.96,24000,1,0.904296875,0.29393234848976135,0,0.17222377232142858,Yes,,
142,clip_000142.wav,لَقَدْ مَضَى وَقْتٌ مُنْذُ آخِرِ مَرَّةٍ فَتَحْتَ فِيهَا وِرْدَكَ الْقُرْآنِيَّ، هَلْ نَقْرَأُ صَفْحَةً وَاحِدَةً مَعًا الْآنَ؟,arabic_professional_male,10.48,24000,1,0.89501953125,0.29354679584503174,0,0.18171119592875318,Yes,,
143,clip_000143.wav,بَقِيَ عَلَى أَذَانِ الْعَصْرِ عِشْرُونَ دَقِيقَةً تَقْرِيبًا. تَوَضَّأْ وَاسْتَعِدَّ لِلصَّلَاةِ يَا صَاحِبِي.,arabic_professional_male,7.52,24000,1,0.923736572265625,0.26764044165611267,0,0.2538286790780142,Yes,,
144,clip_000144.wav,إِنَّهُ يَوْمُ الْخَمِيسِ، غَدًا الْجُمُعَةُ. لَا تَنْسَ قَصَّ الْأَظَافِرِ وَالتَّطَيُّبَ قَبْلَ الذَّهَابِ لِصَلَاةِ الْجُمُعَةِ.,arabic_professional_male,9.04,24000,1,0.895843505859375,0.26377424597740173,0,0.22254332595870208,Yes,,
145,clip_000145.wav,حَانَ الْآنَ مَوْعِدُ أَدَاءِ صَلَاةِ الْعِشَاءِ حَسَبَ التَّوْقِيتِ الْمَحَلِّيِّ لِمَدِينَتِكَ، تَقَبَّلَ اللَّهُ مِنْكُمْ.,arabic_professional_male,6.48,24000,1,0.8885498046875,0.27222734689712524,0,0.16658950617283952,Yes,,
146,clip_000146.wav,تَمَّ إِعْدَادُ جَدْوَلِ خَتْمِ الْقُرْآنِ فِي ثَلَاثِينَ يَوْمًا. سَأُذَكِّرُكَ بِقِرَاءَةِ الْجُزْءِ الْمُخَصَّصِ كُلَّ مَسَاءٍ.,arabic_professional_male,8.4,24000,1,0.927947998046875,0.27119845151901245,0,0.1899404761904762,Yes,,
147,clip_000147.wav,هَلْ قُمْتَ بِإِخْرَاجِ صَدَقَةِ هَذَا الشَّهْرِ؟ ذَكِّرْ نَفْسَكَ بِهَا، فَالصَّدَقَةُ تُطْفِئُ غَضَبَ الرَّبِّ كَمَا وَرَدَ فِي الْحَدِيثِ.,arabic_professional_male,9.36,24000,1,0.967529296875,0.2567793130874634,0,0.27313479344729347,Yes,,
148,clip_000148.wav,رُفِعَ أَذَانُ الْفَجْرِ. الصَّلَاةُ خَيْرٌ مِنَ النَّوْمِ. قُمْ بَارَكَ اللَّهُ فِيكَ وَلَبِّ نِدَاءَ الرَّحْمَنِ.,arabic_professional_male,10.24,24000,1,0.90435791015625,0.23366756737232208,0,0.34434407552083335,No,silence ratio too high,
149,clip_000149.wav,يَبْدُو أَنَّكَ فِي سَفَرٍ الْآنَ. هَلْ أَقْرَأُ لَكَ دُعَاءَ السَّفَرِ لِيَحْفَظَكَ اللَّهُ فِي طَرِيقِكَ وَيُيَسِّرَهُ لَكَ؟,arabic_professional_male,9.44,24000,1,0.910491943359375,0.24296562373638153,0,0.30714159604519775,No,silence ratio too high,
150,clip_000150.wav,لَقَدْ وَضَعْتُ هَاتِفَكَ عَلَى وَضْعِ «عَدَمِ الْإِزْعَاجِ» لِتَتَمَكَّنَ مِنَ الْخُشُوعِ أَثْنَاءَ الصَّلَاةِ بِدُونِ مُقَاطَعَةٍ.,arabic_professional_male,8.4,24000,1,0.920318603515625,0.2843771278858185,0,0.17075396825396824,Yes,,
151,clip_000151.wav,بَاقِي أُسْبُوعَانِ عَلَى بُلُوغِ شَهْرِ رَمَضَانَ الْمُبَارَكِ. اللَّهُمَّ بَلِّغْنَا رَمَضَانَ لَا فَاقِدِينَ وَلَا مَفْقُودِينَ.,arabic_professional_male,8.08,24000,1,0.9019775390625,0.30692699551582336,0,0.16755878712871286,Yes,,
152,clip_000152.wav,نَحْنُ الْآنَ فِي وَقْتِ السَّحَرِ، وَهُوَ وَقْتٌ مُسْتَجَابٌ فِيهِ الدُّعَاءُ. أَوْتِرْ إِنْ كُنْتَ مُسْتَيْقِظًا، أَوْ نَمْ فِي حِفْظِ اللَّهِ.,arabic_professional_male,10.88,24000,1,0.9022216796875,0.24054674804210663,0,0.28902420343137253,Yes,,
153,clip_000153.wav,يَا بَاغِيَ الْخَيْرِ أَقْبِلْ. بَدَأَتِ الْعَشْرُ الْأَوَاخِرُ مِنْ رَمَضَانَ، شُدَّ الْمِئْزَرَ وَأَحْيِ لَيْلَكَ بِطَاعَةِ اللَّهِ.,arabic_professional_male,10.0,24000,1,0.920501708984375,0.26178643107414246,0,0.27775,Yes,,
154,clip_000154.wav,مَطَرٌ خَيْرٌ وَبَرَكَةٌ! هَلْ تَعْلَمُ أَنَّ الدُّعَاءَ وَقْتَ نُزُولِ الْمَطَرِ مُسْتَجَابٌ؟ قُلْ: اللَّهُمَّ صَيِّبًا نَافِعًا.,arabic_professional_male,10.64,24000,1,0.9053955078125,0.24981734156608582,0,0.28513862781954885,Yes,,
155,clip_000155.wav,تَمَّتْ إِضَافَةُ نَصِيبِكَ الْيَوْمِيِّ مِنَ الِاسْتِغْفَارِ إِلَى عَدَّادِ الْمِسْبَحَةِ الْإِلِكْتُرُونِيَّةِ بِنَجَاحٍ. تَقَبَّلَ اللَّهُ عَمَلَكَ.,arabic_professional_male,9.04,24000,1,0.90228271484375,0.26473578810691833,0,0.18369284660766963,Yes,,
156,clip_000156.wav,سَأَقُومُ بِتَشْغِيلِ تِلَاوَةِ سُورَةِ تَبَارَكَ لَكَ الْآنَ كَمَا اعْتَدْتَ قَبْلَ أَنْ تَخْلُدَ إِلَى النَّوْمِ كُلَّ لَيْلَةٍ.,arabic_professional_male,8.16,24000,1,0.955535888671875,0.2828674018383026,0,0.20263480392156863,Yes,,
157,clip_000157.wav,هَذَا تَنْبِيهٌ بِأَنَّ شَمْسَ الْيَوْمِ سَتَغْرُبُ قَرِيبًا، وَهُوَ وَقْتٌ مُنَاسِبٌ جِدًّا لِلْبَدْءِ بِقِرَاءَةِ أَذْكَارِ الْمَسَاءِ.,arabic_professional_male,9.2,24000,1,0.912811279296875,0.2944212853908539,0,0.15253170289855073,Yes,,
158,clip_000158.wav,هَلْ تُرِيدُ أَنْ أُشَغِّلَ لَكَ خُطْبَةَ الْجُمُعَةِ مِنَ الْمَسْجِدِ الْحَرَامِ فِي بَثٍّ مُبَاشِرٍ عَبْرَ الْإِنْتِرْنِتِ؟,arabic_professional_male,6.64,24000,1,0.897979736328125,0.28733083605766296,0,0.10686495983935743,Yes,,
