timestamp,language,language_code,model_id,sentence_id,category,run_number,input_text,output_file,device,sample_rate_hz,model_load_time_seconds,generation_time_seconds,audio_duration_seconds,rtf,python_version,pytorch_version,platform,success,error_message
2026-07-14 23:55:54,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,1,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_01.wav,cpu,16000,9.0098,1.3974,4.464,0.313,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:55,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,2,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_02.wav,cpu,16000,9.0098,1.441,4.304,0.3348,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:57,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,3,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_03.wav,cpu,16000,9.0098,1.3875,4.432,0.3131,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:58,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,1,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_01.wav,cpu,16000,9.0098,1.4797,4.512,0.3279,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:56:00,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,2,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_02.wav,cpu,16000,9.0098,1.4796,4.272,0.3464,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:56:01,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,3,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_03.wav,cpu,16000,9.0098,1.4891,4.56,0.3266,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:30,english,en,facebook/mms-tts-eng,en_01,normal,1,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_01.wav,cpu,16000,16.6255,1.0018,3.984,0.2514,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:31,english,en,facebook/mms-tts-eng,en_01,normal,2,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_02.wav,cpu,16000,16.6255,0.9629,4.0,0.2407,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:32,english,en,facebook/mms-tts-eng,en_01,normal,3,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_03.wav,cpu,16000,16.6255,0.9169,3.84,0.2388,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:33,english,en,facebook/mms-tts-eng,en_02,latency,1,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_01.wav,cpu,16000,16.6255,0.9292,3.984,0.2332,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:34,english,en,facebook/mms-tts-eng,en_02,latency,2,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_02.wav,cpu,16000,16.6255,0.9168,3.744,0.2449,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:35,english,en,facebook/mms-tts-eng,en_02,latency,3,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_03.wav,cpu,16000,16.6255,0.908,3.792,0.2394,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:36,english,en,facebook/mms-tts-eng,en_03,name,1,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_01.wav,cpu,16000,16.6255,1.1916,4.448,0.2679,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:37,english,en,facebook/mms-tts-eng,en_03,name,2,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_02.wav,cpu,16000,16.6255,0.9305,3.792,0.2454,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:38,english,en,facebook/mms-tts-eng,en_03,name,3,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_03.wav,cpu,16000,16.6255,1.0813,4.304,0.2512,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:40,english,en,facebook/mms-tts-eng,en_04,numbers,1,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_01.wav,cpu,16000,16.6255,1.2282,4.752,0.2585,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:41,english,en,facebook/mms-tts-eng,en_04,numbers,2,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_02.wav,cpu,16000,16.6255,1.2051,4.72,0.2553,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:42,english,en,facebook/mms-tts-eng,en_04,numbers,3,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_03.wav,cpu,16000,16.6255,1.1725,4.704,0.2493,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:43,english,en,facebook/mms-tts-eng,en_05,long,1,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_01.wav,cpu,16000,16.6255,1.4874,6.032,0.2466,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:45,english,en,facebook/mms-tts-eng,en_05,long,2,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_02.wav,cpu,16000,16.6255,1.7442,6.576,0.2652,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:47,english,en,facebook/mms-tts-eng,en_05,long,3,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_03.wav,cpu,16000,16.6255,1.4506,5.904,0.2457,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
